bank,title,review_id,content,rating,date,thumbs_up,version,source
Commercial Bank,Commercial Bank of Ethiopia,06c17946-95a9-40a3-ad65-df11fa632409,very good,5,2025-04-07,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,18ef249b-6401-4c60-ab85-fb1a1030b742,perfect app,5,2025-04-07,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,cd39c8c2-5c5c-4cae-871a-e75ef2dea336,I like it.,5,2025-04-07,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,a0144c94-8e15-4410-aa63-2dc9c9ab7022,bugs,3,2025-04-07,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,8d4eb395-51a3-41a1-bc4a-6d6e00f1b265,commerial Bank,5,2025-04-06,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,e4b23441-67a3-4bad-a9ed-57fe8e7a6f24,Genat biru,2,2025-04-06,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,5565a7bc-4ddf-4e48-a7cc-1bb52dca93ad,🙏,5,2025-04-06,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,9ddd6d35-e396-47c6-865a-461a18e52230,it is good but it doesn't allow screen shot,4,2025-04-06,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,64ca201d-446a-478e-8fd8-5edb48d7df99,the best one,5,2025-04-06,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,46fc17b3-ab19-461c-8636-ad995b4485bf,You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,4,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,65a31e10-ca83-46cb-a3de-7b8884218999,bring back the screenshot feature.,1,2025-04-05,1,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,28655633-990c-4332-945f-c684464573db,Good!👍,3,2025-04-05,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,229077d8-3e5b-478f-9980-0c17db814741,best app to experience him that to smooth transaction among the customers,1,2025-04-05,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,fbcab012-e223-4ac1-99cf-b4ef680cd058,good,5,2025-04-05,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,fff7e46e-23f5-4824-ad13-75ce3242da2a,nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,3,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,f7ad3437-2b37-4c45-a9c6-191b08271d2e,easy to use,5,2025-04-05,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,c0caedf3-4a0b-4c32-94f8-d6a3bb6d3f17,"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,568,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,7bc85bf3-f4c1-416c-95bb-cf88068a6b72,ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,1,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,06e420aa-153d-45ed-b2e5-d779c12141aa,before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,8,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,680a2685-d5f5-464b-b7c4-17113c59a24a,cool ❤,4,2025-04-04,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,a25928af-597f-4962-98d3-a9bbff522dcb,Best app,5,2025-04-04,1,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,80230035-49aa-4bd9-803b-873b3c17c8ae,great app,5,2025-04-03,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,76e52fea-7473-4299-b016-2b4a1aa05906,best banking App,4,2025-04-03,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,38794c0f-f2ca-4bcb-8456-39a4e27d3249,satisfied,5,2025-04-03,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,d5748aa6-7b8c-4a9e-8806-ecfe363c217b,this app is very necessary app many people found it,5,2025-04-03,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,6bb2ee24-e0a9-4f85-ae15-e32fad756186,cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,1,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,5ea1fad2-c7cd-43c7-b325-1c3f62032fcd,It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,61,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,8b783bea-df08-43e8-915f-c459fb841a11,excellent,5,2025-04-03,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,85eaac01-219f-4962-a937-0ab0d13681e6,perfect,5,2025-04-03,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,2bbda16d-b380-403f-8a86-689eb2a23f06,thankyou,5,2025-04-02,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,4b5e7079-1248-49e2-a4f2-bbe0a403bba8,I Like it,5,2025-04-02,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,33c13577-cfd0-4576-894e-f5007b81a0d9,ok,5,2025-04-02,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,e1026d09-65d7-41c7-97e7-3a072beee79f,"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,32,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,5b32746c-2ea1-4da9-b7a0-df031ac5ae82,smart app,5,2025-04-02,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,7c273b0e-f036-4c15-8a40-e1405a554142,isin ga'a,2,2025-04-02,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,e58659bb-7908-4aa3-bdc5-be9357d9b50e,easy to use,5,2025-04-02,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,97df8f7e-aa5d-4be7-b0ac-475d1b7e6357,it's great,5,2025-04-02,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,5fd9c2e9-96d9-4fa0-b70b-d1a3de41bafa,very good app and stars faction with work,5,2025-04-02,3,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,293b031b-1863-4523-bc4a-cdc68ba44a3f,It is excelent,5,2025-04-01,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,907ce324-d9f4-4874-84b9-13051647ddf5,Smart,5,2025-04-01,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,5addc9b7-03d8-48d2-a74a-afecb6cc5de0,በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,1,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,5b2da8dd-b749-4e65-875b-e9f0f16baeb7,very interesting app,5,2025-04-01,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,bd55d9e2-4a60-48ba-8006-44e07d974079,i like it,5,2025-04-01,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,7dbbe46f-fd92-430c-89af-efc40cd4b980,wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,4d350aed-c16f-4f6c-a70f-2a9c33896aad,ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,0,5.0.9,Google Play
Commercial Bank,Commercial Bank of Ethiopia,9221a6a3-2e51-40bc-99be-03a13a670e9e,Excellent🙏app,5,2025-04-01,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,0d57028f-d5d5-46af-be80-b30e6c0ebb63,the most useful,5,2025-04-01,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,1c2bdc31-563b-4a1b-b318-02af57442ad0,I am more satisfied in this app . More sure you have to secure.,4,2025-04-01,1,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,26591776-dd62-4671-9d4e-e481ba5df9a4,Easy to use,5,2025-04-01,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,13003c33-c77b-4786-aad5-49077c6fcee8,"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01,4,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,e0ddd84f-e07c-413f-8b5e-f27eba75af42,Excellent !!!,5,2025-04-01,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,fa099e0a-0307-4579-bd01-bbf0655d5573,always we relay on,5,2025-04-01,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,42b5a10f-6e06-4f71-98f0-bd8bf4c9133f,I'm lucky to have this🙏 thank you CBE.,5,2025-04-01,1,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,af37bc79-002c-4d3d-a4d6-e7d758e32636,it's need more improvement like Tellbirr.,4,2025-04-01,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,8ab121bb-c13e-4177-a619-291a13f9acf9,goode app,5,2025-04-01,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,3622c470-9200-4cab-8183-63dc3a67b4e3,a very nice app.👍👍👍,5,2025-04-01,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,ebc087cb-987a-4c88-be6a-a54efdbf2ecc,safe easy & fast,5,2025-04-01,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,82b109ae-7216-494b-98ef-3d12b54a4f28,perfect,5,2025-04-01,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,88ccbe0d-c8f0-422b-a692-18a44d07c0e1,it's good app,5,2025-04-01,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,26d38b1f-9b76-40b3-b818-8cb7b3b82538,nice,5,2025-04-01,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,a5282f47-4433-4cc6-b295-670275f77224,good app,5,2025-04-01,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,7894c0af-08f2-4e6f-8034-fd8b72e784d6,It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,3,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,f52647ea-3db3-4fc6-a088-c3de257c73ae,ጥሩ ነው,5,2025-04-01,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,42da0475-00f3-4431-805c-0ff35c500103,እጅግ በጣም ጥሩ አፕ,5,2025-04-01,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,66c38176-7616-4a61-ac92-34e4a88d9acd,good,5,2025-04-01,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,cb135a05-7b66-434d-9181-c23d5c7d9e23,በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-04-01,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,43779e4d-a876-4de2-9944-7abcc492f573,suitable app,4,2025-04-01,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,e22738d0-c7a2-4dff-a684-a29672cca142,Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-04-01,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,8827fe2d-7923-477a-9f14-e5447c4fba2e,Good,5,2025-04-01,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,45952067-6a89-4256-a0e9-c14c2e91793f,nice app,5,2025-04-01,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,1197e3a2-f9e4-439b-9893-1c82e3e23621,best transaction method of financial,5,2025-04-01,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,d1a344d7-ae11-4752-960c-05c1fddb5b52,#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,ea74a6f2-d8ab-438e-a386-f2dee8d6f603,It literarily don't work at all,4,2025-04-01,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,43b3f185-c628-4daa-896d-8b3e629f5809,good give us plus,5,2025-04-01,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,e86dc853-b071-4ba1-8326-6cb96f6fc354,"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-04-01,10,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,7a680c7a-6fdc-41e9-b751-4de7d7d5a586,before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-04-01,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,58ac2da8-ba62-4d71-ac66-a68fd38a26dd,Tnc Cbe,5,2025-04-01,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,3c3f6d93-93b9-45d5-94c8-e2a99c962179,it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,5,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,743bfabe-54ca-4a94-b2a2-8bf09555b34d,great apps,5,2025-03-31,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,f3df8cda-5f2b-4e38-b4ce-fc7e12344556,Excellent,5,2025-03-31,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,67568df9-a2e8-4104-9724-dd3dd1a03131,Great app!,4,2025-03-31,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,fa9d1e04-977b-4ee0-b6ec-b76d901a2280,nice,5,2025-03-31,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,2a88f2f3-965c-47cd-b64b-ee1881d09232,CBE,5,2025-03-31,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,ac9cefce-05ec-4da5-aec6-e183ee106c4a,very good 👍 👏,5,2025-03-31,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,38326d80-7315-4120-ab6d-63f3b1c4df98,great when it works,5,2025-03-31,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,117f3f1a-7d6b-4b72-9ca8-64dde3c8c500,"the app is very good, but why screenshots is impossible?",5,2025-03-31,2,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,3ec5c74f-2d0c-4062-91fb-e7abbaea3ac6,excellent match application,5,2025-03-31,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,e85a3c43-ff28-44dd-8aa5-9414ac1a6178,very good,5,2025-03-31,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,26d2c176-5329-4bea-93a5-317407333594,best app,5,2025-03-31,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,1e1d4fb5-8c70-476d-b2ff-61c89287f9e0,The Best app😍😍😍,5,2025-03-31,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,7220306f-9af6-4084-bcf2-8ddfa328dc86,excellent app,5,2025-03-31,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,8c89fe6d-7d41-449f-8448-50847ff76c5f,easy to use and user friendly,5,2025-03-31,2,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,2b8f9113-48a0-4677-b2a8-84bd3bea1a6c,good,5,2025-03-31,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,51289b2b-340b-47a9-bc8f-6b95066a97e6,very nice,5,2025-03-31,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,8b6f3b5e-94b2-4b69-a31e-9ffa05a80222,አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,0,5.1.0,Google Play
Commercial Bank,Commercial Bank of Ethiopia,9328d6af-18b9-4c46-b25f-3aaf8bd18a2f,well software,5,2025-03-31,0,,Google Play
Commercial Bank,Commercial Bank of Ethiopia,a7541548-6ac8-429f-853c-9b91828e5aa2,ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31,0,5.1.0,Google Play
Dashen Bank,Dashen Bank,6ab16d21-d2c8-4235-9c48-ff713bfde731,I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,2,2025-06-07,0,1.0.16,Google Play
Dashen Bank,Dashen Bank,22818807-3368-446c-8a3b-d3ca2e07a2d8,love,3,2025-06-06,0,1.0.16,Google Play
Dashen Bank,Dashen Bank,6ece1f5e-55f2-404d-b980-1cb45823180f,መቸሸጠ,5,2025-06-03,0,1.0.16,Google Play
Dashen Bank,Dashen Bank,765ff69f-5274-45c5-985b-81b8d01e1874,wow,5,2025-06-03,0,,Google Play
Dashen Bank,Dashen Bank,7db66b6a-a044-43f1-a7ad-ea8a10815548,gadaa,5,2025-06-01,0,1.0.16,Google Play
Dashen Bank,Dashen Bank,caf4a80c-85db-4b49-ab9c-a0b55e152317,Massive upgrade from the Amole app.,5,2025-05-31,0,1.0.16,Google Play
Dashen Bank,Dashen Bank,2c5df026-16eb-4d6b-a044-acf4103d1c36,good,4,2025-05-31,0,1.0.16,Google Play
Dashen Bank,Dashen Bank,c25b35d2-35dd-4347-a520-99471d7b1066,very good for this app,5,2025-05-31,0,1.0.16,Google Play
Dashen Bank,Dashen Bank,5ced40d8-1074-421d-b6e6-be9e12e8b6bd,top,5,2025-05-31,0,1.0.16,Google Play
Dashen Bank,Dashen Bank,5e6ff839-abc2-4b30-a8b4-e0f331da29d1,this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,0,1.0.16,Google Play
Dashen Bank,Dashen Bank,40c6e51b-c1bb-4bb0-af7c-89a43ffbdc90,Wow,5,2025-05-30,0,,Google Play
Dashen Bank,Dashen Bank,32df6869-1c15-4cfe-8431-0ec332afea89,good,5,2025-05-30,0,,Google Play
Dashen Bank,Dashen Bank,486d7550-98dd-4b9d-849d-e3f3fbf7c1ed,wow to it saff and this app,5,2025-05-30,0,,Google Play
Dashen Bank,Dashen Bank,be9a4e52-ed77-4953-9e52-17927dd7e138,it too slow,3,2025-05-29,0,,Google Play
Dashen Bank,Dashen Bank,053df9a3-e18d-4cb1-94f6-9cf522255b1c,ዳሽን ባንክ ይለያል,4,2025-05-28,0,,Google Play
Dashen Bank,Dashen Bank,cc215b00-332a-4b1d-93d1-4fad5592f40c,real life changer,5,2025-05-28,0,,Google Play
Dashen Bank,Dashen Bank,74cf1402-3df8-4a1f-9303-fb7d5c5ae7dc,👍👍👍,5,2025-05-28,0,1.0.16,Google Play
Dashen Bank,Dashen Bank,1d64073e-c624-4035-b732-39f7a769537f,good,5,2025-05-28,0,1.0.16,Google Play
Dashen Bank,Dashen Bank,4a9c5167-439a-4c99-a6d4-ad143b13bcd8,nice application,5,2025-05-27,0,1.0.16,Google Play
Dashen Bank,Dashen Bank,73240914-2b17-4426-91b3-32ad2e9b2387,good,5,2025-05-27,0,,Google Play
Dashen Bank,Dashen Bank,f45d9c1b-bec1-41ba-b085-7a6a94d9d91a,wow,5,2025-05-27,0,,Google Play
Dashen Bank,Dashen Bank,115f7455-45c0-483c-b690-0e83dada584b,useless app ever loading take long,1,2025-05-27,0,,Google Play
Dashen Bank,Dashen Bank,b2962d2d-86b8-43a5-ab14-d9d37ad03165,"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,19,1.0.16,Google Play
Dashen Bank,Dashen Bank,37afb22a-56f0-429c-9bab-41e39e524f29,very useful App,1,2025-05-26,0,1.0.16,Google Play
Dashen Bank,Dashen Bank,aa332503-7097-479d-89d9-6b762bb9e814,"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,0,,Google Play
Dashen Bank,Dashen Bank,a2a494de-d576-48dc-b67e-04fe79ec47b2,Wawww,5,2025-05-24,1,1.0.14,Google Play
Dashen Bank,Dashen Bank,46d39a4d-52de-4a73-9146-654d971ffb71,it is good but some times says duplicate transaction why?,5,2025-05-24,0,1.0.16,Google Play
Dashen Bank,Dashen Bank,e2c02e65-3be7-46e0-9cbc-7d4295bee6f7,very Nice,5,2025-05-23,0,,Google Play
Dashen Bank,Dashen Bank,eb8a2948-44de-4f81-ac9f-b73840619f7f,its best,5,2025-05-23,1,,Google Play
Dashen Bank,Dashen Bank,9a583630-4540-44cb-8488-cf58211da392,it is not as good as to the other mobile bank app.,1,2025-05-22,0,,Google Play
Dashen Bank,Dashen Bank,bb72bc30-a3bb-468f-ad15-1ca88c7897ae,"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,3,1.0.16,Google Play
Dashen Bank,Dashen Bank,b5aa7d58-de59-4feb-bae3-88c98dc3007c,wow,5,2025-05-20,1,,Google Play
Dashen Bank,Dashen Bank,c8a76cee-dbcc-491e-9aa0-0f8fa423ee1a,Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,28,1.0.14,Google Play
Dashen Bank,Dashen Bank,add25431-5b8a-4878-b820-2cc1c06926f1,good,5,2025-05-20,0,,Google Play
Dashen Bank,Dashen Bank,7f8c28d9-8bd2-4bf5-b220-b520301c24c3,its best,5,2025-05-19,0,,Google Play
Dashen Bank,Dashen Bank,a36489c7-0091-4e07-897f-78168bcb64b4,The best app ever in finance sector,5,2025-05-18,0,1.0.16,Google Play
Dashen Bank,Dashen Bank,29d8b281-c802-4996-8dc3-eb99d78a43ed,Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,2025-05-18,28,1.0.16,Google Play
Dashen Bank,Dashen Bank,8ab908fa-9eb8-4b9a-9f76-707e01b53848,dashen bank or dashen super app?,1,2025-05-17,0,,Google Play
Dashen Bank,Dashen Bank,d3ab193b-503c-4530-8148-cf50387c8b26,wowwwe app,5,2025-05-17,0,,Google Play
Dashen Bank,Dashen Bank,85c0cebd-10ec-4dd1-9e5b-647b9012acf4,"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,0,,Google Play
Dashen Bank,Dashen Bank,c0dbb81a-2d73-4409-ba41-2287a340b4d9,good,5,2025-05-16,0,1.0.16,Google Play
Dashen Bank,Dashen Bank,1d4a769a-320a-4f19-a945-44c214f880ae,always lagging,1,2025-05-16,0,1.0.16,Google Play
Dashen Bank,Dashen Bank,862138db-f7c6-4c78-bb5d-e28619cdb514,Amazing Application...,5,2025-05-16,0,,Google Play
Dashen Bank,Dashen Bank,a3e55437-92a6-4f5f-a9d5-45e561a077b0,Fantastic,5,2025-05-16,0,1.0.16,Google Play
Dashen Bank,Dashen Bank,d8ab69ab-7277-493d-a2d5-0db4fd48635c,"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,0,1.0.16,Google Play
Dashen Bank,Dashen Bank,499d89e8-8b7e-4641-b477-29ab5a5d314a,its my choice,5,2025-05-15,0,1.0.16,Google Play
Dashen Bank,Dashen Bank,37daf582-3061-44eb-9685-2bcf106833ec,wow apo,5,2025-05-15,0,,Google Play
Dashen Bank,Dashen Bank,f14bbcf2-d3c7-4eb9-bf61-b8be931c023f,awesome app keep going,5,2025-05-14,1,1.0.16,Google Play
Dashen Bank,Dashen Bank,35a40262-8905-40a1-b4bf-a165a043175f,wow,5,2025-05-14,1,,Google Play
Dashen Bank,Dashen Bank,acf043c7-2644-4526-a5cc-fd97b1c2defb,👍,5,2025-05-14,1,,Google Play
Dashen Bank,Dashen Bank,39322571-d8e5-42c6-8c9c-9f31706d5e4f,"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-14,0,1.0.16,Google Play
Dashen Bank,Dashen Bank,7106eec4-cb60-4cf3-8f3b-fe5b0bfb400d,Game changer,5,2025-05-13,1,1.0.16,Google Play
Dashen Bank,Dashen Bank,b34cbb10-24ea-4091-93b3-41cd5f5506ec,Totally amazing,5,2025-05-13,3,1.0.16,Google Play
Dashen Bank,Dashen Bank,9de192e3-daa5-40ec-a906-8969b560f171,super 😎,5,2025-05-13,1,1.0.16,Google Play
Dashen Bank,Dashen Bank,a1414451-a015-4553-a023-e2f4c2d8cfb9,what a helpful app!!!!,5,2025-05-13,1,1.0.14,Google Play
Dashen Bank,Dashen Bank,be71f8b9-5329-4235-8c92-9be8be76e5cb,Good,4,2025-05-13,1,1.0.16,Google Play
Dashen Bank,Dashen Bank,c98c51c7-aa99-40ea-af68-8edaad178f28,nice,5,2025-05-13,1,,Google Play
Dashen Bank,Dashen Bank,dd4b209c-49b6-4052-aef2-62d9ddd28a78,wow,5,2025-05-13,1,,Google Play
Dashen Bank,Dashen Bank,d61a5b09-39d5-4502-b270-15c6ad04f19c,"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,1,,Google Play
Dashen Bank,Dashen Bank,f318c783-8bba-478b-9d53-f238dba2e270,fast,5,2025-05-12,1,,Google Play
Dashen Bank,Dashen Bank,c3afc51f-9e2b-4b3d-b155-0339a9ce0f20,"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,2025-05-12,0,1.0.15,Google Play
Dashen Bank,Dashen Bank,6fbffae4-0ab6-4bc9-a758-204abc102d89,"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",4,2025-05-10,1,,Google Play
Dashen Bank,Dashen Bank,b3c8405c-96a7-4b5e-884c-76c97c530c34,good,5,2025-05-09,1,1.0.14,Google Play
Dashen Bank,Dashen Bank,e1c1214a-8bc1-45db-bc49-3d51dddc6b88,Amazing app super easy to use and best design. loved it.,5,2025-05-09,1,1.0.14,Google Play
Dashen Bank,Dashen Bank,8d1d472b-2bae-4749-b089-5632108ade02,its the best ever,5,2025-05-09,1,1.0.16,Google Play
Dashen Bank,Dashen Bank,749851ed-72d7-4f1c-8e5e-27dd822b5008,nice,5,2025-05-08,1,1.0.14,Google Play
Dashen Bank,Dashen Bank,f2852962-b983-44af-b296-241a3373477f,excellent game changer App,5,2025-05-08,1,1.0.16,Google Play
Dashen Bank,Dashen Bank,62102c1c-85b0-4965-b033-063c67ac9129,I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,1,1.0.16,Google Play
Dashen Bank,Dashen Bank,f4d24779-931e-4cfd-a622-92dfcb654d3d,it seems me logging out within minutes,1,2025-05-03,1,1.0.16,Google Play
