bank,title,review_id,content,rating,date,thumbs_up,version,source,cleaned_text,sentiment_label,sentiment_score,keywords,themes
Commercial Bank,Commercial Bank of Ethiopia,72a8ec73-9fe6-4ef8-8f4c-8f07987eb708,nice app 👌,5,2025-04-12,0,5.1.0,Google Play,nice app,positive,0.9996724128723145,"nice app,nice,app",Other
Commercial Bank,Commercial Bank of Ethiopia,13fe10ac-c719-49da-a87a-e2b7dbb6bbed,why did this app is not screenshot,5,2025-04-12,0,5.1.0,Google Play,app screenshot,negative,0.9989493489265442,"screenshot,app",Other
Commercial Bank,Commercial Bank of Ethiopia,e9bdadab-f8c4-4c3d-aa8c-e634155fb890,it so good app,5,2025-04-12,0,5.1.0,Google Play,good app,positive,0.999868631362915,"good app,good,app",Other
Commercial Bank,Commercial Bank of Ethiopia,aef9a457-a8d2-4ec7-9157-163aba9347f4,the best app,3,2025-04-12,0,5.1.0,Google Play,good app,positive,0.9998469352722168,"good app,good,app",Other
Commercial Bank,Commercial Bank of Ethiopia,507a11c1-1d09-480d-a308-da5cb35a6400,جميل,5,2025-04-11,0,5.1.0,Google Play,جميل,positive,0.9271727204322815,,Other
Commercial Bank,Commercial Bank of Ethiopia,2cf0a2a1-a1bb-4356-ae1e-c874e69629be,"less network, specially to make fee for utility purpose",1,2025-04-11,0,,Google Play,network specially fee utility purpose,negative,0.994688868522644,,Other
Commercial Bank,Commercial Bank of Ethiopia,47cda079-4e58-48bd-be1c-83aaa60260c2,nice,5,2025-04-11,0,5.1.0,Google Play,nice,positive,0.9998552799224854,nice,Other
Commercial Bank,Commercial Bank of Ethiopia,84e606a3-9b0d-40b9-a29d-fd18bc563992,simply for used,4,2025-04-11,0,,Google Play,simply,negative,0.9918004870414734,,Other
Commercial Bank,Commercial Bank of Ethiopia,45da0198-d068-4670-9878-d18380ac1722,wow keep up,5,2025-04-10,0,5.1.0,Google Play,wow,positive,0.9998539686203003,wow,Other
Commercial Bank,Commercial Bank of Ethiopia,b3117b0e-bdc6-40f4-874e-f61fc5dd50f5,its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,1,5.1.0,Google Play,great app update not screen shot try fix,negative,0.9934490323066711,"try,update,fix,great,app",Other
Commercial Bank,Commercial Bank of Ethiopia,a41e8895-834e-439f-a175-8536697bcc81,good one,5,2025-04-10,0,5.1.0,Google Play,good,positive,0.9998288154602051,good,Other
Commercial Bank,Commercial Bank of Ethiopia,dc8c63b2-bebc-44f1-b96a-6737ea35a5bf,best app.,5,2025-04-10,0,5.1.0,Google Play,good app,positive,0.999774158000946,"good app,good,app",Other
Commercial Bank,Commercial Bank of Ethiopia,a5c338ae-275b-44ab-ba2b-e1e556878e0b,everything is easy thank you cebe,5,2025-04-10,0,,Google Play,easy thank cebe,positive,0.9998396635055542,"thank,easy",Other
Commercial Bank,Commercial Bank of Ethiopia,15049550-e5ec-4302-9aea-8b69b38e5cb3,ፈጣን ቀልጣፋ,5,2025-04-10,0,5.1.0,Google Play,ፈጣን ቀልጣፋ,negative,0.7850590348243713,,Other
Commercial Bank,Commercial Bank of Ethiopia,581c0fca-02f6-40f3-9aee-837bac813ca0,good,5,2025-04-10,0,,Google Play,good,positive,0.9998161196708679,good,Other
Commercial Bank,Commercial Bank of Ethiopia,51233875-d49d-4197-862b-43839eeb317c,ok,5,2025-04-10,0,5.1.0,Google Play,ok,positive,0.9997851252555847,ok,Other
Commercial Bank,Commercial Bank of Ethiopia,a62438c8-88f5-453f-ba85-993ebb1bbe2f,ጎበዝ,5,2025-04-09,0,5.0.9,Google Play,ጎበዝ,negative,0.6970565915107727,,Other
Commercial Bank,Commercial Bank of Ethiopia,12704cf8-f7f1-44d6-98b6-1d044d7b74f8,good app,5,2025-04-09,0,5.1.0,Google Play,good app,positive,0.9998493194580078,"good app,good,app",Other
Commercial Bank,Commercial Bank of Ethiopia,e6a4541d-d9d5-464f-9f46-127ea2284787,but this app says can't sync,5,2025-04-09,0,5.1.0,Google Play,app say not sync,negative,0.9988365769386292,app,Other
Commercial Bank,Commercial Bank of Ethiopia,93bee917-cb26-45a9-a892-18b063e5cd24,waw,5,2025-04-09,0,,Google Play,waw,negative,0.7346178889274597,,Other
Commercial Bank,Commercial Bank of Ethiopia,c8d7a16f-4374-4281-976d-91fc5c7799cb,to slow,3,2025-04-09,0,5.1.0,Google Play,slow,negative,0.9994872808456421,slow,Transaction Performance
Commercial Bank,Commercial Bank of Ethiopia,ceae0bd1-8990-45f6-82ef-c0833ca786d7,work on screen shot system,4,2025-04-08,0,5.1.0,Google Play,work screen shot system,negative,0.5902671217918396,work,Other
Commercial Bank,Commercial Bank of Ethiopia,39ddf219-7297-4858-8b7a-4016e3bde7f0,very very nice aplication,1,2025-04-08,0,5.1.0,Google Play,nice aplication,positive,0.9998292922973633,nice,Other
Commercial Bank,Commercial Bank of Ethiopia,a4986d04-5bdf-4e9e-acb3-3840df044625,Good,5,2025-04-08,0,5.1.0,Google Play,good,positive,0.9998161196708679,good,Other
Commercial Bank,Commercial Bank of Ethiopia,d5af7182-07fc-4a84-b818-c7aecf287b92,wonder full and it is easy to use,5,2025-04-08,1,5.1.0,Google Play,wonder easy use,positive,0.9996142387390137,"easy use,easy,use",Other
Commercial Bank,Commercial Bank of Ethiopia,325bdd8a-e83c-4522-986c-c30c73e3d90a,easy and reliable,2,2025-04-08,1,5.1.0,Google Play,easy reliable,positive,0.9998584985733032,"reliable,easy",Other
Commercial Bank,Commercial Bank of Ethiopia,9307f199-befd-4b48-99f4-47168dca46af,good,5,2025-04-08,0,5.1.0,Google Play,good,positive,0.9998161196708679,good,Other
Commercial Bank,Commercial Bank of Ethiopia,7a1963a3-f0e5-4a5d-adae-cd179627881e,it is Very Useful app 👍,5,2025-04-07,0,5.1.0,Google Play,useful app,positive,0.994536280632019,app,Other
Commercial Bank,Commercial Bank of Ethiopia,06c17946-95a9-40a3-ad65-df11fa632409,very good,5,2025-04-07,0,5.1.0,Google Play,good,positive,0.9998520612716675,good,Other
Commercial Bank,Commercial Bank of Ethiopia,18ef249b-6401-4c60-ab85-fb1a1030b742,perfect app,5,2025-04-07,0,5.1.0,Google Play,perfect app,positive,0.9998340606689453,app,Other
Commercial Bank,Commercial Bank of Ethiopia,cd39c8c2-5c5c-4cae-871a-e75ef2dea336,I like it.,5,2025-04-07,0,5.1.0,Google Play,like,positive,0.9998694658279419,like,Other
Commercial Bank,Commercial Bank of Ethiopia,a0144c94-8e15-4410-aa63-2dc9c9ab7022,bugs,3,2025-04-07,0,5.1.0,Google Play,bug,negative,0.9988303780555725,,Reliability
Commercial Bank,Commercial Bank of Ethiopia,8d4eb395-51a3-41a1-bc4a-6d6e00f1b265,commerial Bank,5,2025-04-06,0,5.1.0,Google Play,commerial bank,negative,0.6810258030891418,bank,Other
Commercial Bank,Commercial Bank of Ethiopia,e4b23441-67a3-4bad-a9ed-57fe8e7a6f24,Genat biru,2,2025-04-06,0,5.1.0,Google Play,genat biru,negative,0.966159999370575,,Other
Commercial Bank,Commercial Bank of Ethiopia,5565a7bc-4ddf-4e48-a7cc-1bb52dca93ad,🙏,5,2025-04-06,0,,Google Play,,negative,0.6970565915107727,,Other
Commercial Bank,Commercial Bank of Ethiopia,9ddd6d35-e396-47c6-865a-461a18e52230,it is good but it doesn't allow screen shot,4,2025-04-06,0,5.1.0,Google Play,good not allow screen shot,positive,0.6723125576972961,good,Other
Commercial Bank,Commercial Bank of Ethiopia,64ca201d-446a-478e-8fd8-5edb48d7df99,the best one,5,2025-04-06,0,,Google Play,good,positive,0.9998371601104736,good,Other
Commercial Bank,Commercial Bank of Ethiopia,46fc17b3-ab19-461c-8636-ad995b4485bf,You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,4,5.1.0,Google Play,need copy thing bank app like amoledashen,negative,0.9967620372772217,"need,like,bank,app",Other
Commercial Bank,Commercial Bank of Ethiopia,65a31e10-ca83-46cb-a3de-7b8884218999,bring back the screenshot feature.,1,2025-04-05,1,5.1.0,Google Play,bring screenshot feature,positive,0.9942916631698608,"screenshot,feature",Feature Requests
Commercial Bank,Commercial Bank of Ethiopia,28655633-990c-4332-945f-c684464573db,Good!👍,3,2025-04-05,0,5.1.0,Google Play,good,positive,0.9998579025268555,good,Other
Commercial Bank,Commercial Bank of Ethiopia,229077d8-3e5b-478f-9980-0c17db814741,best app to experience him that to smooth transaction among the customers,1,2025-04-05,0,,Google Play,good app experience smooth transaction customer,positive,0.9985142350196838,"smooth,customer,experience,transaction,good app","Transaction Performance,Customer Support"
Commercial Bank,Commercial Bank of Ethiopia,fbcab012-e223-4ac1-99cf-b4ef680cd058,good,5,2025-04-05,0,,Google Play,good,positive,0.9998161196708679,good,Other
Commercial Bank,Commercial Bank of Ethiopia,fff7e46e-23f5-4824-ad13-75ce3242da2a,nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,3,5.1.0,Google Play,nice app suitable use weak need data connection hoping fix offline give 4 rate,negative,0.9551454782485962,"nice app,fix,need,nice,use","User Interface,Feature Requests"
Commercial Bank,Commercial Bank of Ethiopia,f7ad3437-2b37-4c45-a9c6-191b08271d2e,easy to use,5,2025-04-05,0,,Google Play,easy use,positive,0.9988542795181274,"easy use,easy,use",Other
Commercial Bank,Commercial Bank of Ethiopia,c0caedf3-4a0b-4c32-94f8-d6a3bb6d3f17,"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,568,5.1.0,Google Play,good job cbe team mobile app design way s simple intuitive navigate great effectively handle essential banking task need perform regularly practical reliable tool make everyday banking convenient thank useful application,positive,0.9998189806938171,"banking,design,simple,convenient,reliable",User Interface
Commercial Bank,Commercial Bank of Ethiopia,7bc85bf3-f4c1-416c-95bb-cf88068a6b72,ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,1,5.1.0,Google Play,ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,negative,0.881923258304596,"በጣም,screenshot,ነው",Other
Commercial Bank,Commercial Bank of Ethiopia,06e420aa-153d-45ed-b2e5-d779c12141aa,before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,8,5.1.0,Google Play,smooth good time new update 2025 screenshot recite downlod button delayed put recite gallery simple proof fix unable proof payment client thankyou,negative,0.9973511695861816,"new,simple,screenshot,smooth,payment",Transaction Performance
Commercial Bank,Commercial Bank of Ethiopia,680a2685-d5f5-464b-b7c4-17113c59a24a,cool ❤,4,2025-04-04,0,5.1.0,Google Play,cool,positive,0.9997991919517517,,Other
Commercial Bank,Commercial Bank of Ethiopia,a25928af-597f-4962-98d3-a9bbff522dcb,Best app,5,2025-04-04,1,,Google Play,good app,positive,0.999686598777771,"good app,good,app",Other
Commercial Bank,Commercial Bank of Ethiopia,80230035-49aa-4bd9-803b-873b3c17c8ae,great app,5,2025-04-03,0,5.1.0,Google Play,great app,positive,0.999821126461029,"great,app",Other
Commercial Bank,Commercial Bank of Ethiopia,76e52fea-7473-4299-b016-2b4a1aa05906,best banking App,4,2025-04-03,0,5.1.0,Google Play,good banking app,positive,0.999736487865448,"banking app,banking,good,app",Other
Commercial Bank,Commercial Bank of Ethiopia,38794c0f-f2ca-4bcb-8456-39a4e27d3249,satisfied,5,2025-04-03,0,,Google Play,satisfy,positive,0.9997212290763855,,Other
Commercial Bank,Commercial Bank of Ethiopia,d5748aa6-7b8c-4a9e-8806-ecfe363c217b,this app is very necessary app many people found it,5,2025-04-03,0,5.1.0,Google Play,app necessary app people find,positive,0.9980692267417908,app,Other
Commercial Bank,Commercial Bank of Ethiopia,6bb2ee24-e0a9-4f85-ae15-e32fad756186,cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,1,5.1.0,Google Play,cbe active bank m cbe app satisfaction,positive,0.989459753036499,"cbe,bank,app",Other
Commercial Bank,Commercial Bank of Ethiopia,5ea1fad2-c7cd-43c7-b325-1c3f62032fcd,It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,61,5.1.0,Google Play,life alot easy not imagine have transaction person app crucial good app,positive,0.9997400641441345,"life,transaction,app,easy,good app",Transaction Performance
Commercial Bank,Commercial Bank of Ethiopia,8b783bea-df08-43e8-915f-c459fb841a11,excellent,5,2025-04-03,0,5.1.0,Google Play,excellent,positive,0.9998434782028198,excellent,Other
Commercial Bank,Commercial Bank of Ethiopia,85eaac01-219f-4962-a937-0ab0d13681e6,perfect,5,2025-04-03,0,5.1.0,Google Play,perfect,positive,0.9998517036437988,,Other
Commercial Bank,Commercial Bank of Ethiopia,2bbda16d-b380-403f-8a86-689eb2a23f06,thankyou,5,2025-04-02,0,5.1.0,Google Play,thankyou,positive,0.9998428821563721,,Other
Commercial Bank,Commercial Bank of Ethiopia,4b5e7079-1248-49e2-a4f2-bbe0a403bba8,I Like it,5,2025-04-02,0,5.1.0,Google Play,like,positive,0.9998593330383301,like,Other
Commercial Bank,Commercial Bank of Ethiopia,33c13577-cfd0-4576-894e-f5007b81a0d9,ok,5,2025-04-02,0,,Google Play,ok,positive,0.9997851252555847,ok,Other
Commercial Bank,Commercial Bank of Ethiopia,e1026d09-65d7-41c7-97e7-3a072beee79f,"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,32,5.1.0,Google Play,not understand reason need disable developer option access app security risk hinder app functionality go dev hope life fill inconvenience,negative,0.9986600875854492,"security,access,life,developer option,option","Account Access Issues,Feature Requests"
Commercial Bank,Commercial Bank of Ethiopia,5b32746c-2ea1-4da9-b7a0-df031ac5ae82,smart app,5,2025-04-02,0,,Google Play,smart app,positive,0.999789297580719,app,Other
Commercial Bank,Commercial Bank of Ethiopia,7c273b0e-f036-4c15-8a40-e1405a554142,isin ga'a,2,2025-04-02,0,,Google Play,isin gaa,positive,0.7607281804084778,,Other
Commercial Bank,Commercial Bank of Ethiopia,e58659bb-7908-4aa3-bdc5-be9357d9b50e,easy to use,5,2025-04-02,0,,Google Play,easy use,positive,0.9988542795181274,"easy use,easy,use",Other
Commercial Bank,Commercial Bank of Ethiopia,97df8f7e-aa5d-4be7-b0ac-475d1b7e6357,it's great,5,2025-04-02,0,,Google Play,great,positive,0.9998691082000732,great,Other
Commercial Bank,Commercial Bank of Ethiopia,5fd9c2e9-96d9-4fa0-b70b-d1a3de41bafa,very good app and stars faction with work,5,2025-04-02,3,5.1.0,Google Play,good app star faction work,positive,0.9998588562011719,"good app,work,good,app",Other
Commercial Bank,Commercial Bank of Ethiopia,293b031b-1863-4523-bc4a-cdc68ba44a3f,It is excelent,5,2025-04-01,0,5.1.0,Google Play,excelent,positive,0.9998881816864014,,Other
Commercial Bank,Commercial Bank of Ethiopia,907ce324-d9f4-4874-84b9-13051647ddf5,Smart,5,2025-04-01,0,5.1.0,Google Play,smart,positive,0.9998456239700317,,Other
Commercial Bank,Commercial Bank of Ethiopia,5addc9b7-03d8-48d2-a74a-afecb6cc5de0,በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,1,5.1.0,Google Play,በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል,negative,0.9570208191871643,ነው,Other
Commercial Bank,Commercial Bank of Ethiopia,5b2da8dd-b749-4e65-875b-e9f0f16baeb7,very interesting app,5,2025-04-01,0,,Google Play,interesting app,positive,0.9997968077659607,app,Other
Commercial Bank,Commercial Bank of Ethiopia,bd55d9e2-4a60-48ba-8006-44e07d974079,i like it,5,2025-04-01,0,5.1.0,Google Play,like,positive,0.9998593330383301,like,Other
Commercial Bank,Commercial Bank of Ethiopia,7dbbe46f-fd92-430c-89af-efc40cd4b980,wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,0,5.1.0,Google Play,wowcbekeep,positive,0.9985969662666321,,Other
Commercial Bank,Commercial Bank of Ethiopia,4d350aed-c16f-4f6c-a70f-2a9c33896aad,ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,0,5.0.9,Google Play,ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,negative,0.9510265588760376,,Other
Commercial Bank,Commercial Bank of Ethiopia,9221a6a3-2e51-40bc-99be-03a13a670e9e,Excellent🙏app,5,2025-04-01,0,5.1.0,Google Play,excellentapp,negative,0.6970565915107727,,Other
Commercial Bank,Commercial Bank of Ethiopia,0d57028f-d5d5-46af-be80-b30e6c0ebb63,the most useful,5,2025-04-01,0,5.1.0,Google Play,useful,positive,0.9997223019599915,,Other
Commercial Bank,Commercial Bank of Ethiopia,1c2bdc31-563b-4a1b-b318-02af57442ad0,I am more satisfied in this app . More sure you have to secure.,4,2025-04-01,1,5.1.0,Google Play,satisfied app sure secure,positive,0.9787841439247131,"secure,app",Other
Commercial Bank,Commercial Bank of Ethiopia,26591776-dd62-4671-9d4e-e481ba5df9a4,Easy to use,5,2025-04-01,0,5.1.0,Google Play,easy use,positive,0.9988542795181274,"easy use,easy,use",Other
Commercial Bank,Commercial Bank of Ethiopia,13003c33-c77b-4786-aad5-49077c6fcee8,"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01,4,5.1.0,Google Play,good nur cbe come consent choose lock appear,negative,0.9585953950881958,"cbe,good",Account Access Issues
Commercial Bank,Commercial Bank of Ethiopia,e0ddd84f-e07c-413f-8b5e-f27eba75af42,Excellent !!!,5,2025-04-01,0,5.1.0,Google Play,excellent,positive,0.9998651742935181,excellent,Other
Commercial Bank,Commercial Bank of Ethiopia,fa099e0a-0307-4579-bd01-bbf0655d5573,always we relay on,5,2025-04-01,0,5.1.0,Google Play,relay,positive,0.9971832633018494,,Other
Commercial Bank,Commercial Bank of Ethiopia,42b5a10f-6e06-4f71-98f0-bd8bf4c9133f,I'm lucky to have this🙏 thank you CBE.,5,2025-04-01,1,5.1.0,Google Play,m lucky thank cbe,positive,0.9997507929801941,"thank,cbe",Other
Commercial Bank,Commercial Bank of Ethiopia,af37bc79-002c-4d3d-a4d6-e7d758e32636,it's need more improvement like Tellbirr.,4,2025-04-01,0,,Google Play,need improvement like tellbirr,negative,0.999363124370575,"improvement,need,like",Other
Commercial Bank,Commercial Bank of Ethiopia,8ab121bb-c13e-4177-a619-291a13f9acf9,goode app,5,2025-04-01,0,5.1.0,Google Play,goode app,positive,0.9997406601905823,app,Other
Commercial Bank,Commercial Bank of Ethiopia,3622c470-9200-4cab-8183-63dc3a67b4e3,a very nice app.👍👍👍,5,2025-04-01,0,,Google Play,nice app,positive,0.9998323917388916,"nice app,nice,app",Other
Commercial Bank,Commercial Bank of Ethiopia,ebc087cb-987a-4c88-be6a-a54efdbf2ecc,safe easy & fast,5,2025-04-01,0,5.1.0,Google Play,safe easy fast,positive,0.9997115731239319,"fast,easy",Transaction Performance
Commercial Bank,Commercial Bank of Ethiopia,82b109ae-7216-494b-98ef-3d12b54a4f28,perfect,5,2025-04-01,0,5.1.0,Google Play,perfect,positive,0.9998517036437988,,Other
Commercial Bank,Commercial Bank of Ethiopia,88ccbe0d-c8f0-422b-a692-18a44d07c0e1,it's good app,5,2025-04-01,0,5.1.0,Google Play,good app,positive,0.9998689889907837,"good app,good,app",Other
Commercial Bank,Commercial Bank of Ethiopia,26d38b1f-9b76-40b3-b818-8cb7b3b82538,nice,5,2025-04-01,0,,Google Play,nice,positive,0.9998552799224854,nice,Other
Commercial Bank,Commercial Bank of Ethiopia,a5282f47-4433-4cc6-b295-670275f77224,good app,5,2025-04-01,0,,Google Play,good app,positive,0.9998493194580078,"good app,good,app",Other
Commercial Bank,Commercial Bank of Ethiopia,7894c0af-08f2-4e6f-8034-fd8b72e784d6,It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,3,5.1.0,Google Play,veary useful app screen shout impossible solve problem,negative,0.9958590865135193,"problem,app",Reliability
Commercial Bank,Commercial Bank of Ethiopia,f52647ea-3db3-4fc6-a088-c3de257c73ae,ጥሩ ነው,5,2025-04-01,0,5.1.0,Google Play,ጥሩ ነው,negative,0.7850590348243713,ነው,Other
Commercial Bank,Commercial Bank of Ethiopia,42da0475-00f3-4431-805c-0ff35c500103,እጅግ በጣም ጥሩ አፕ,5,2025-04-01,0,5.1.0,Google Play,እጅግ በጣም ጥሩ አፕ,negative,0.8616330027580261,በጣም,Other
Commercial Bank,Commercial Bank of Ethiopia,66c38176-7616-4a61-ac92-34e4a88d9acd,good,5,2025-04-01,0,,Google Play,good,positive,0.9998161196708679,good,Other
Commercial Bank,Commercial Bank of Ethiopia,cb135a05-7b66-434d-9181-c23d5c7d9e23,በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-04-01,0,5.1.0,Google Play,በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,negative,0.9528433680534363,"በጣም,ነው",Other
Commercial Bank,Commercial Bank of Ethiopia,43779e4d-a876-4de2-9944-7abcc492f573,suitable app,4,2025-04-01,0,5.1.0,Google Play,suitable app,positive,0.9997665286064148,app,User Interface
Commercial Bank,Commercial Bank of Ethiopia,e22738d0-c7a2-4dff-a684-a29672cca142,Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-04-01,0,,Google Play,dear cbe app comparable 21century pls try solve,negative,0.9995038509368896,"try,cbe,app",Other
Commercial Bank,Commercial Bank of Ethiopia,8827fe2d-7923-477a-9f14-e5447c4fba2e,Good,5,2025-04-01,0,5.1.0,Google Play,good,positive,0.9998161196708679,good,Other
Commercial Bank,Commercial Bank of Ethiopia,45952067-6a89-4256-a0e9-c14c2e91793f,nice app,5,2025-04-01,0,5.1.0,Google Play,nice app,positive,0.9998061060905457,"nice app,nice,app",Other
Commercial Bank,Commercial Bank of Ethiopia,1197e3a2-f9e4-439b-9893-1c82e3e23621,best transaction method of financial,5,2025-04-01,0,5.1.0,Google Play,good transaction method financial,positive,0.9995972514152527,"financial,transaction,good",Transaction Performance
Commercial Bank,Commercial Bank of Ethiopia,d1a344d7-ae11-4752-960c-05c1fddb5b52,#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01,0,,Google Play,cbe go right pathwaytrack thank cbe step ahead payment platform app,positive,0.9995881915092468,"cbe,platform,ahead,step,payment",Transaction Performance
Commercial Bank,Commercial Bank of Ethiopia,ea74a6f2-d8ab-438e-a386-f2dee8d6f603,It literarily don't work at all,4,2025-04-01,0,5.1.0,Google Play,literarily not work,negative,0.9995075464248657,work,Other
Commercial Bank,Commercial Bank of Ethiopia,43b3f185-c628-4daa-896d-8b3e629f5809,good give us plus,5,2025-04-01,0,5.1.0,Google Play,good plus,positive,0.9998716115951538,good,Other
Commercial Bank,Commercial Bank of Ethiopia,e86dc853-b071-4ba1-8326-6cb96f6fc354,"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-04-01,10,5.1.0,Google Play,good application functionality recommendation let app transfer money telebirr account mpesa way ask thank,positive,0.9895473718643188,"account,thank,money,transfer,application","Account Access Issues,Transaction Performance"
Commercial Bank,Commercial Bank of Ethiopia,7a680c7a-6fdc-41e9-b751-4de7d7d5a586,before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-04-01,0,,Google Play,update able screenshot update not able screenshot transfere detail,negative,0.9852171540260315,"able,screenshot,update",Transaction Performance
Commercial Bank,Commercial Bank of Ethiopia,58ac2da8-ba62-4d71-ac66-a68fd38a26dd,Tnc Cbe,5,2025-04-01,0,5.1.0,Google Play,tnc cbe,positive,0.9070308804512024,cbe,Other
Commercial Bank,Commercial Bank of Ethiopia,3c3f6d93-93b9-45d5-94c8-e2a99c962179,it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,5,5.1.0,Google Play,good app integrate cbe cbe birr allow cardless withdrawal directly accout,negative,0.9151973128318787,"cbe,good app,good,app",Other
Commercial Bank,Commercial Bank of Ethiopia,743bfabe-54ca-4a94-b2a2-8bf09555b34d,great apps,5,2025-03-31,0,,Google Play,great app,positive,0.9998534917831421,"great,app",Other
Commercial Bank,Commercial Bank of Ethiopia,f3df8cda-5f2b-4e38-b4ce-fc7e12344556,Excellent,5,2025-03-31,0,5.1.0,Google Play,excellent,positive,0.9998434782028198,excellent,Other
Commercial Bank,Commercial Bank of Ethiopia,67568df9-a2e8-4104-9724-dd3dd1a03131,Great app!,4,2025-03-31,0,,Google Play,great app,positive,0.9998462200164795,"great,app",Other
Commercial Bank,Commercial Bank of Ethiopia,fa9d1e04-977b-4ee0-b6ec-b76d901a2280,nice,5,2025-03-31,0,,Google Play,nice,positive,0.9998552799224854,nice,Other
Commercial Bank,Commercial Bank of Ethiopia,2a88f2f3-965c-47cd-b64b-ee1881d09232,CBE,5,2025-03-31,0,5.1.0,Google Play,cbe,positive,0.9966009855270386,cbe,Other
Commercial Bank,Commercial Bank of Ethiopia,ac9cefce-05ec-4da5-aec6-e183ee106c4a,very good 👍 👏,5,2025-03-31,0,5.1.0,Google Play,good,positive,0.9998593330383301,good,Other
Commercial Bank,Commercial Bank of Ethiopia,38326d80-7315-4120-ab6d-63f3b1c4df98,great when it works,5,2025-03-31,0,,Google Play,great work,positive,0.9998693466186523,"great,work",Other
Commercial Bank,Commercial Bank of Ethiopia,117f3f1a-7d6b-4b72-9ca8-64dde3c8c500,"the app is very good, but why screenshots is impossible?",5,2025-03-31,2,5.1.0,Google Play,app good screenshot impossible,negative,0.981265127658844,"screenshot,good,app",Other
Commercial Bank,Commercial Bank of Ethiopia,3ec5c74f-2d0c-4062-91fb-e7abbaea3ac6,excellent match application,5,2025-03-31,0,5.1.0,Google Play,excellent match application,positive,0.9998453855514526,"excellent,application",Other
Commercial Bank,Commercial Bank of Ethiopia,e85a3c43-ff28-44dd-8aa5-9414ac1a6178,very good,5,2025-03-31,0,5.1.0,Google Play,good,positive,0.9998520612716675,good,Other
Commercial Bank,Commercial Bank of Ethiopia,26d2c176-5329-4bea-93a5-317407333594,best app,5,2025-03-31,0,5.1.0,Google Play,good app,positive,0.999686598777771,"good app,good,app",Other
Commercial Bank,Commercial Bank of Ethiopia,1e1d4fb5-8c70-476d-b2ff-61c89287f9e0,The Best app😍😍😍,5,2025-03-31,0,5.1.0,Google Play,good app,positive,0.9998503923416138,"good app,good,app",Other
Commercial Bank,Commercial Bank of Ethiopia,7220306f-9af6-4084-bcf2-8ddfa328dc86,excellent app,5,2025-03-31,0,5.1.0,Google Play,excellent app,positive,0.9998356103897095,"excellent,app",Other
Commercial Bank,Commercial Bank of Ethiopia,8c89fe6d-7d41-449f-8448-50847ff76c5f,easy to use and user friendly,5,2025-03-31,2,5.1.0,Google Play,easy use user friendly,positive,0.9979179501533508,"friendly,easy use,user,easy,use",Other
